"[Totle]"," ","  197","  162","   35","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP001TOP","0000","   61","   34","   27","44 %","",
"[Totle]"," ","   61","   34","   27","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP001TOP_SUB","0000","   40","   25","   15","38 %","",
"[Totle]"," ","   40","   25","   15","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP001_1","0000","   10","    1","    9","90 %","",
"[Totle]"," ","   10","    1","    9","90 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP001_SUB","0000","   13","    4","    9","69 %","ÅyMasterÅzMaterial Master creationÅEextension",
"YMP120MP001F01_SUB","0000","3,603","2,594","1,009","28 %","",
"YMP120MP001I01_SUB","0000","  574","  338","  236","41 %","",
"YMP120MP001O01_SUB","0000","  197","  162","   35","18 %","",
"YMP120MP001TOP_SUB","0000","   40","   25","   15","38 %","",
"YMP120MP001_SUB","9000","  126","   89","   37","29 %","[Master]Material master create/expand",
"[Totle]"," ","4,553","3,212","1,341","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP002","0000","   24","    4","   20","83 %","ÅyMasterÅzMaterial Master update",
"YMP120MP002FI01","0000","3,263","2,100","1,163","36 %","",
"YMP120MP002I01","0000","  800","  485","  315","39 %","",
"YMP120MP002O01","0000","   85","   49","   36","42 %","",
"YMP120MP002TOP","0000","  252","  167","   85","34 %","",
"YMP120MP002","9000","   87","   47","   40","46 %","[Master]Material master change",
"[Totle]"," ","4,511","2,852","1,659","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP002FI01","0000","3,263","2,100","1,163","36 %","",
"[Totle]"," ","3,263","2,100","1,163","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP002I01","0000","  800","  485","  315","39 %","",
"[Totle]"," ","  800","  485","  315","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP002O01","0000","   85","   49","   36","42 %","",
"[Totle]"," ","   85","   49","   36","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP002TOP","0000","  252","  167","   85","34 %","",
"[Totle]"," ","  252","  167","   85","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP003","0000","   21","    4","   17","81 %","ÅyMasterÅzMaterial Master display",
"YMP120MP003FI01","0000","1,559","  951","  608","39 %","",
"YMP120MP003I01","0000","  492","  338","  154","31 %","",
"YMP120MP003O01","0000","   13","    5","    8","62 %","",
"YMP120MP003TOP","0000","  200","  130","   70","35 %","",
"YMP120MP003","9000","   60","   34","   26","43 %","[Master]Material master display",
"[Totle]"," ","2,345","1,462","  883","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP003FI01","0000","1,559","  951","  608","39 %","",
"[Totle]"," ","1,559","  951","  608","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP003I01","0000","  492","  338","  154","31 %","",
"[Totle]"," ","  492","  338","  154","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP003O01","0000","   13","    5","    8","62 %","",
"[Totle]"," ","   13","    5","    8","62 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMP120MP003TOP","0000","  200","  130","   70","35 %","",
"[Totle]"," ","  200","  130","   70","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMZEGSDR1020F01","0000","  688","  380","  308","45 %","",
"[Totle]"," ","  688","  380","  308","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMZEGSDR1020I01","0000","   53","   23","   30","57 %","",
"[Totle]"," ","   53","   23","   30","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMZEGSDR1020O01","0000","   24","    8","   16","67 %","",
"[Totle]"," ","   24","    8","   16","67 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMZEGSDR1020TOP","0000","  270","  175","   95","35 %","",
"[Totle]"," ","  270","  175","   95","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YMZEGSDR2020TOP","0000","    3","    0","    3","100 %","",
"[Totle]"," ","    3","    0","    3","100 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010100","0000","1,865","1,170","  695","37 %","Get external data",
"YN01_YN010100_0000","0000","5,311","3,282","2,029","38 %","",
"YN01_YN010100_0001","0000","  707","  330","  377","53 %","",
"YN01_YN010100_0002","0000","  638","  273","  365","57 %","",
"YN01_YN010100_0003","0000","  758","  471","  287","38 %","",
"YN01_YN010100_0004","0000","  538","  303","  235","44 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","9,927","5,901","4,026","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010100_20111208_STTD40","0000","1,676","1,087","  589","35 %","Out Data Import",
"[Totle]"," ","1,676","1,087","  589","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010200","0000","  694","  413","  281","40 %","Get own data",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","4,918","2,992","1,926","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010200_20111208_STTD40","0000","  433","  259","  174","40 %","Own Data Import",
"[Totle]"," ","  433","  259","  174","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010200_20111226_STTD46","0000","    1","    1","    0"," 0 %","Own Data Import",
"[Totle]"," ","    1","    1","    0"," 0 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010200_TEST","0000","  691","  413","  278","40 %","Own Data Import",
"YN01_YN010200_0000_TEST","0000","1,316","  772","  544","41 %","",
"YN01_YN010200_0001_TEST","0000","  577","  363","  214","37 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"YN01_YN010200_TEST01","0000","1,607","  882","  725","45 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","4,915","2,955","1,960","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010300","0000","2,693","1,661","1,032","38 %","Automatic Checking",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"YN01_YN010300_0000","0000","  287","  169","  118","41 %","",
"YN01_YN010400_0001","0000","  606","  435","  171","28 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","7,810","4,844","2,966","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010300_20111208_STTD40","0000","1,385","  958","  427","31 %","Automatic Checking",
"[Totle]"," ","1,385","  958","  427","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010300_20120105","0000","1,408","  966","  442","31 %","Automatic Checking",
"[Totle]"," ","1,408","  966","  442","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010300_20120222","0000","    1","    1","    0"," 0 %","Automatic Checking",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"YN01_YN010300_0000","0000","  287","  169","  118","41 %","",
"YN01_YN010400_0001","0000","  606","  435","  171","28 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","5,118","3,184","1,934","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010400","0000","10351","6,709","3,642","35 %","",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"YN01_YN010400_0000","0000","   81","   49","   32","40 %","",
"YN01_YN010400_0001","0000","  606","  435","  171","28 %","",
"YN01_YN010400_0100","0000","  926","  561","  365","39 %","",
"YN01_YN010400_0200","0000","  780","  518","  262","34 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","16968","10851","6,117","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010400_20111222","0000","6,532","4,309","2,223","34 %","",
"[Totle]"," ","6,532","4,309","2,223","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010400_20120113","0000","7,250","4,747","2,503","35 %","",
"[Totle]"," ","7,250","4,747","2,503","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010400_20120209","0000","8,537","5,734","2,803","33 %","",
"[Totle]"," ","8,537","5,734","2,803","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010400_20120222","0000","    1","    1","    0"," 0 %","",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"YN01_YN010400_0000","0000","   81","   49","   32","40 %","",
"YN01_YN010400_0001","0000","  606","  435","  171","28 %","",
"YN01_YN010400_0100","0000","  926","  561","  365","39 %","",
"YN01_YN010400_0200","0000","  780","  518","  262","34 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","6,618","4,143","2,475","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010400_BAK_20150604","0000","10230","6,607","3,623","35 %","",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"YN01_YN010400_0000","0000","   81","   49","   32","40 %","",
"YN01_YN010400_0001","0000","  606","  435","  171","28 %","",
"YN01_YN010400_0100","0000","  926","  561","  365","39 %","",
"YN01_YN010400_0200","0000","  780","  518","  262","34 %","",
"ZN090100","0000","  110","   72","   38","35 %","",
"[Totle]"," ","16847","10749","6,098","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010500","0000","  799","  538","  261","33 %","Release Payment Block",
"YN01_YN010500_0000","0000","  118","   84","   34","29 %","",
"[Totle]"," ","  917","  622","  295","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010600","0000","  998","  648","  350","35 %","Create Payment Advice",
"YN01_YN010600_0000","0000","  162","   84","   78","48 %","",
"[Totle]"," ","1,160","  732","  428","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010700","0000","3,266","2,207","1,059","32 %","Deletion of Checking Data",
"[Totle]"," ","3,266","2,207","1,059","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN010700_20120106_STTD46","0000","    1","    1","    0"," 0 %","Deletion of Checking Data",
"[Totle]"," ","    1","    1","    0"," 0 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011000","0000","1,385","1,177","  208","15 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,721","1,403","  318","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011100","0000","1,385","1,177","  208","15 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,721","1,403","  318","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011200","0000","  822","  489","  333","41 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,158","  715","  443","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011300","0000","  766","  494","  272","36 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,102","  720","  382","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011300_20120111","0000","  670","  530","  140","21 %","",
"[Totle]"," ","  670","  530","  140","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011400","0000","  751","  595","  156","21 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,087","  821","  266","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011400_20120113BAK","0000","    1","    1","    0"," 0 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","  337","  227","  110","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011400_TEST","0000","  818","  656","  162","20 %","",
"[Totle]"," ","  818","  656","  162","20 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011500","0000","  773","  599","  174","23 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,109","  825","  284","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011600","0000","  773","  599","  174","23 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,109","  825","  284","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011700","0000","  791","  616","  175","22 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,127","  842","  285","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011800","0000","  791","  616","  175","22 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,127","  842","  285","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN011900","0000","  791","  616","  175","22 %","",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","1,127","  842","  285","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010100_0000","0000","5,311","3,282","2,029","38 %","",
"[Totle]"," ","5,311","3,282","2,029","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010100_0001","0000","  707","  330","  377","53 %","",
"[Totle]"," ","  707","  330","  377","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010100_0002","0000","  638","  273","  365","57 %","",
"[Totle]"," ","  638","  273","  365","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010100_0003","0000","  758","  471","  287","38 %","",
"[Totle]"," ","  758","  471","  287","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010100_0004","0000","  538","  303","  235","44 %","",
"[Totle]"," ","  538","  303","  235","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200","0000","1,607","  882","  725","45 %","",
"[Totle]"," ","1,607","  882","  725","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_0000","0000","1,316","  775","  541","41 %","",
"[Totle]"," ","1,316","  775","  541","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_0000_TEST","0000","1,316","  772","  544","41 %","",
"[Totle]"," ","1,316","  772","  544","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_0001","0000","  577","  397","  180","31 %","",
"[Totle]"," ","  577","  397","  180","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_0001_TEST","0000","  577","  363","  214","37 %","",
"[Totle]"," ","  577","  363","  214","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_0002","0000","  614","  453","  161","26 %","",
"[Totle]"," ","  614","  453","  161","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_20120209","0000","2,180","  845","1,335","61 %","",
"[Totle]"," ","2,180","  845","1,335","61 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010200_TEST01","0000","1,607","  882","  725","45 %","",
"[Totle]"," ","1,607","  882","  725","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010300_0000","0000","  287","  169","  118","41 %","",
"[Totle]"," ","  287","  169","  118","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010300_0000_20120105","0000","  158","  117","   41","26 %","",
"[Totle]"," ","  158","  117","   41","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0000","0000","   81","   49","   32","40 %","",
"[Totle]"," ","   81","   49","   32","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0000_20111222","0000","   83","   51","   32","39 %","",
"[Totle]"," ","   83","   51","   32","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0000_20120113","0000","   83","   51","   32","39 %","",
"[Totle]"," ","   83","   51","   32","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0000_20120209","0000","   83","   51","   32","39 %","",
"[Totle]"," ","   83","   51","   32","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0001","0000","  606","  435","  171","28 %","",
"[Totle]"," ","  606","  435","  171","28 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0001_20111222","0000","  520","  406","  114","22 %","",
"[Totle]"," ","  520","  406","  114","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0001_20120113","0000","  610","  444","  166","27 %","",
"[Totle]"," ","  610","  444","  166","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0001_20120209","0000","  593","  430","  163","27 %","",
"[Totle]"," ","  593","  430","  163","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0100","0000","  926","  561","  365","39 %","",
"[Totle]"," ","  926","  561","  365","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0100_20111222","0000","  843","  523","  320","38 %","",
"[Totle]"," ","  843","  523","  320","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0100_20120113","0000","  892","  547","  345","39 %","",
"[Totle]"," ","  892","  547","  345","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0100_20120209","0000","  904","  555","  349","39 %","",
"[Totle]"," ","  904","  555","  349","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0200","0000","  780","  518","  262","34 %","",
"[Totle]"," ","  780","  518","  262","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0200_20111222","0000","  774","  516","  258","33 %","",
"[Totle]"," ","  774","  516","  258","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0200_20120113","0000","  774","  516","  258","33 %","",
"[Totle]"," ","  774","  516","  258","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010400_0200_20120209","0000","  776","  516","  260","34 %","",
"[Totle]"," ","  776","  516","  260","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010500_0000","0000","  118","   84","   34","29 %","",
"[Totle]"," ","  118","   84","   34","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YN010600_0000","0000","  162","   84","   78","48 %","",
"[Totle]"," ","  162","   84","   78","48 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YN01_YU010100_000","0000","  336","  226","  110","33 %","",
"[Totle]"," ","  336","  226","  110","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YNEN0015_HF","0000","3,211","2,144","1,067","33 %","ÅyStock age listÅzSet Stock Data",
"[Totle]"," ","3,211","2,144","1,067","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YS010100_NEW","0000","6,980","3,585","3,395","49 %","List of Salse Document",
"[Totle]"," ","6,980","3,585","3,395","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YS010601_NEW","0000","2,021","  980","1,041","52 %","Sales list",
"[Totle]"," ","2,021","  980","1,041","52 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YS010700","0000","1,748","1,036","  712","41 %","Update on-order dataÅiNewÅj",
"[Totle]"," ","1,748","1,036","  712","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YS010810","0000","2,403","1,415","  988","41 %","Create on-order list",
"[Totle]"," ","2,403","1,415","  988","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YS020100","0000","   62","   39","   23","37 %","",
"[Totle]"," ","   62","   39","   23","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YSQC2CON","0000","   16","    9","    7","44 %","YSQCO002: Constants",
"[Totle]"," ","   16","    9","    7","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YSQC2F01","0000","  884","  603","  281","32 %","YSQCO002: Forms",
"[Totle]"," ","  884","  603","  281","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YSQC2F02","0000","   91","   71","   20","22 %","YSQCO002: Forms for import/export of YSQ_SQL & YSQ_SQL_TX",
"[Totle]"," ","   91","   71","   20","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
