

"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTESTWW_ZDSTATUS","0000","   87","   61","   26","30 %","test",
"[Totle]"," ","   87","   61","   26","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTESTZEGSDQR005","0000","   69","   46","   23","33 %","",
"/1BCDWB/IQG000000000441DAT","0000","   50","   39","   11","22 %","",
"/1BCDWB/IQG000000000441SSCR","0000","   23","   19","    4","17 %","",
"/1BCDWB/IQG000000000441SSCRAT","0000","   44","   29","   15","34 %","",
"[Totle]"," ","  186","  133","   53","28 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_01","0000","   10","    1","    9","90 %","",
"[Totle]"," ","   10","    1","    9","90 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_FOR_BDC","0000","1,960","1,146","  814","42 %","",
"[Totle]"," ","1,960","1,146","  814","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_FOR_BDC_CREATE","0000","  720","  462","  258","36 %","",
"[Totle]"," ","  720","  462","  258","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID021","0000","   19","    8","   11","58 %","",
"[Totle]"," ","   19","    8","   11","58 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID1001","0000","  271","  142","  129","48 %","",
"[Totle]"," ","  271","  142","  129","48 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID12","0000","1,862","1,026","  836","45 %","Account Book Inventory List",
"[Totle]"," ","1,862","1,026","  836","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID18","0000","  273","    5","  268","98 %","",
"[Totle]"," ","  273","    5","  268","98 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID18_01","0000","   57","   38","   19","33 %","",
"[Totle]"," ","   57","   38","   19","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID18_02","0000","    9","    1","    8","89 %","",
"[Totle]"," ","    9","    1","    8","89 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ISID1901","0000","   25","   11","   14","56 %","",
"[Totle]"," ","   25","   11","   14","56 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_LY","0000","   50","    6","   44","88 %","",
"[Totle]"," ","   50","    6","   44","88 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_PO_CREAT","0000","  539","  404","  135","25 %","",
"[Totle]"," ","  539","  404","  135","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_PO_CREAT1","0000","  465","  241","  224","48 %","",
"[Totle]"," ","  465","  241","  224","48 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_PO_CREAT_01","0000","  558","  407","  151","27 %","",
"[Totle]"," ","  558","  407","  151","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_RXY1","0000","  178","   91","   87","49 %","",
"[Totle]"," ","  178","   91","   87","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_RXY2","0000","  106","   57","   49","46 %","",
"[Totle]"," ","  106","   57","   49","46 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_RXY3","0000","   65","   46","   19","29 %","",
"[Totle]"," ","   65","   46","   19","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_RXY4","0000","  287","  204","   83","29 %","",
"[Totle]"," ","  287","  204","   83","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_RXY5","0000","   19","    9","   10","53 %","",
"[Totle]"," ","   19","    9","   10","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_RXY6","0000","   20","    7","   13","65 %","",
"[Totle]"," ","   20","    7","   13","65 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_WW_BAPI","0000","  278","  152","  126","45 %","",
"[Totle]"," ","  278","  152","  126","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_WW_BAPI_01","0000","  277","  150","  127","46 %","",
"[Totle]"," ","  277","  150","  127","46 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_WW_READ","0000","   10","    1","    9","90 %","",
"[Totle]"," ","   10","    1","    9","90 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_XU","0000","2,224","1,577","  647","29 %","",
"[Totle]"," ","2,224","1,577","  647","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTEST_ZM48","0000","   33","   20","   13","39 %","",
"[Totle]"," ","   33","   20","   13","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YTRIN45#","0000","   14","    8","    6","43 %","Get instance name",
"[Totle]"," ","   14","    8","    6","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YV_T001B_VIEW_MAINTENANCE_CALLFT","0000","  351","  342","    9"," 3 %","",
"[Totle]"," ","  351","  342","    9"," 3 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YWYYZM010500","0000","1,794","  919","  875","49 %","",
"[Totle]"," ","1,794","  919","  875","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YWYYZM012900_TEST","0000","2,762","1,491","1,271","46 %","Account Book Inventory List",
"[Totle]"," ","2,762","1,491","1,271","46 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YWYYZS010100_NEW","0000","7,065","3,615","3,450","49 %","List of Salse Document",
"[Totle]"," ","7,065","3,615","3,450","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_EGSDR2020_F01","0000","4,933","3,066","1,867","38 %","",
"[Totle]"," ","4,933","3,066","1,867","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TEST001","0000","   95","   50","   45","47 %","",
"[Totle]"," ","   95","   50","   45","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TEST002","0000","   48","   29","   19","40 %","",
"[Totle]"," ","   48","   29","   19","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TEST003","0000","   19","    6","   13","68 %","",
"[Totle]"," ","   19","    6","   13","68 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TESTWW","0000","   29","   11","   18","62 %","",
"[Totle]"," ","   29","   11","   18","62 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TEST_EGSDR0050","0000","2,175","1,046","1,129","52 %","Sales list",
"[Totle]"," ","2,175","1,046","1,129","52 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TEST_ISID18_01","0000","  268","  164","  104","39 %","",
"[Totle]"," ","  268","  164","  104","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TOOL_001","0000","  449","  304","  145","32 %","",
"OLE2INCL","0000","    3","    1","    2","67 %","Include with TYPE Definition",
"[Totle]"," ","  452","  305","  147","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TOOL_ISID_001","0000","  738","  421","  317","43 %","",
"[Totle]"," ","  738","  421","  317","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_TOOL_ISID_002","0000","  214","   98","  116","54 %","",
"[Totle]"," ","  214","   98","  116","54 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"Y_ZS010810","0000","2,081","1,243","  838","40 %","Create on-order list",
"[Totle]"," ","2,081","1,243","  838","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FYAL100RP001","0000","1,745","1,152","  593","34 %","",
"[Totle]"," ","1,745","1,152","  593","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FYAL100RP001_20111125","0000","1,656","1,123","  533","32 %","",
"[Totle]"," ","1,656","1,123","  533","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FYAL100RP001_BKUP","0000","1,514","1,036","  478","32 %","",
"[Totle]"," ","1,514","1,036","  478","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FYAL100RP002","0000","1,871","1,108","  763","41 %","",
"[Totle]"," ","1,871","1,108","  763","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FYAL100RP002_120512","0000","1,794","1,082","  712","40 %","",
"[Totle]"," ","1,794","1,082","  712","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FYAL100RP002_20111125","0000","1,794","1,081","  713","40 %","",
"[Totle]"," ","1,794","1,081","  713","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZA1FZLPZ0070","0000","1,021","  896","  125","12 %","",
"[Totle]"," ","1,021","  896","  125","12 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZARCH002","0000","  629","  378","  251","40 %","",
"ARCHIVELINK_CARACONSTANTS","0000","   70","   47","   23","33 %","",
"ARCHIVELINK_QUEUEDECLARATIONS","0000","   14","   10","    4","29 %","",
"LOPTACON","0000","  303","  257","   46","15 %","",
"[Totle]"," ","1,016","  692","  324","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010100","0000","  329","  267","   62","19 %","",
"[Totle]"," ","  329","  267","   62","19 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010600","0000","1,546","1,267","  279","18 %","",
"[Totle]"," ","1,546","1,267","  279","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010600_BK_20120507","0000","    1","    1","    0"," 0 %","",
"[Totle]"," ","    1","    1","    0"," 0 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010600_TEST_20120507","0000","1,467","1,241","  226","15 %","",
"[Totle]"," ","1,467","1,241","  226","15 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010600_TEST_20120611","0000","2,592","1,310","1,282","49 %","",
"[Totle]"," ","2,592","1,310","1,282","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010600_TEST_20120611_BK","0000","1,546","1,267","  279","18 %","",
"[Totle]"," ","1,546","1,267","  279","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010700","0000","1,902","1,124","  778","41 %","Lower cost basis comparison price update",
"[Totle]"," ","1,902","1,124","  778","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010700_BK_20120209","0000","    1","    1","    0"," 0 %","",
"[Totle]"," ","    1","    1","    0"," 0 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB010700_STTD13_20110808","0000","1,327","  911","  416","31 %","",
"[Totle]"," ","1,327","  911","  416","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB030100","0000","  135","   74","   61","45 %","System message",
"[Totle]"," ","  135","   74","   61","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB030200","0000","   81","   32","   49","60 %","",
"[Totle]"," ","   81","   32","   49","60 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB040100","0000","  289","  219","   70","24 %","",
"[Totle]"," ","  289","  219","   70","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB060100","0000","  108","   54","   54","50 %","",
"[Totle]"," ","  108","   54","   54","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070100","0000","2,622","1,628","  994","38 %","",
"[Totle]"," ","2,622","1,628","  994","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070100_NEW","0000","3,266","2,067","1,199","37 %","",
"[Totle]"," ","3,266","2,067","1,199","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070200","0000","1,937","1,338","  599","31 %","",
"[Totle]"," ","1,937","1,338","  599","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070200_20110621","0000","1,879","1,321","  558","30 %","",
"[Totle]"," ","1,879","1,321","  558","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070200_BACKUP_20080409","0000","1,727","1,277","  450","26 %","",
"[Totle]"," ","1,727","1,277","  450","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070200_BK20071217","0000","1,656","1,241","  415","25 %","",
"[Totle]"," ","1,656","1,241","  415","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070300","0000","1,434","  908","  526","37 %","",
"[Totle]"," ","1,434","  908","  526","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070300_BACKUP20080409","0000","1,212","  784","  428","35 %","",
"[Totle]"," ","1,212","  784","  428","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB070300_BK20090113","0000","1,407","  902","  505","36 %","",
"[Totle]"," ","1,407","  902","  505","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB099100","0000","  228","  175","   53","23 %","",
"[Totle]"," ","  228","  175","   53","23 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB099970","0000","   71","   63","    8","11 %","",
"[Totle]"," ","   71","   63","    8","11 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB099980","0000","  188","  148","   40","21 %","",
"[Totle]"," ","  188","  148","   40","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZB099990","0000","  184","  144","   40","22 %","",
"[Totle]"," ","  184","  144","   40","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOM_CCHIER","0000","  267","  211","   56","21 %","",
"[Totle]"," ","  267","  211","   56","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOM_CEHIER","0000","  264","  209","   55","21 %","",
"[Totle]"," ","  264","  209","   55","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOM_WBSG","0000","  177","  128","   49","28 %","",
"[Totle]"," ","  177","  128","   49","28 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOT_COSB","0000","   88","   51","   37","42 %","",
"[Totle]"," ","   88","   51","   37","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOT_COSP","0000","   90","   53","   37","41 %","",
"[Totle]"," ","   90","   53","   37","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOT_COSR","0000","   81","   45","   36","44 %","",
"[Totle]"," ","   81","   45","   36","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBICOT_COSS","0000","   90","   53","   37","41 %","",
"[Totle]"," ","   90","   53","   37","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIM_ACG1","0000","  269","  214","   55","20 %","",
"[Totle]"," ","  269","  214","   55","20 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIM_ACG2","0000","  267","  215","   52","19 %","",
"[Totle]"," ","  267","  215","   52","19 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIM_ACHIER","0000","  270","  215","   55","20 %","",
"[Totle]"," ","  270","  215","   55","20 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIT_BSEG","0000","   72","   32","   40","56 %","",
"[Totle]"," ","   72","   32","   40","56 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIT_BSIS","0000","  158","   97","   61","39 %","",
"[Totle]"," ","  158","   97","   61","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIT_BSIS3","0000","  171","  106","   65","38 %","",
"[Totle]"," ","  171","  106","   65","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIT_GLT0","0000","   97","   57","   40","41 %","",
"[Totle]"," ","   97","   57","   40","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIT_RECEIVABLE","0000","  144","   66","   78","54 %","",
"[Totle]"," ","  144","   66","   78","54 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIFIT_RECEIVABLE_DEV","0000","  146","   68","   78","53 %","",
"[Totle]"," ","  146","   68","   78","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIMMT_STKLIST","0000","   66","   28","   38","58 %","",
"[Totle]"," ","   66","   28","   38","58 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBIZZT_LTEXT","0000","  109","   56","   53","49 %","",
"[Totle]"," ","  109","   56","   53","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZBI_MATPRICE_ESP","0000","  149","  103","   46","31 %","",
"[Totle]"," ","  149","  103","   46","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCA0201001","0000","2,213","1,153","1,060","48 %","Upload the customer master records",
"[Totle]"," ","2,213","1,153","1,060","48 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCA0201002","0000","2,309","1,183","1,126","49 %","Upload the vender master records",
"[Totle]"," ","2,309","1,183","1,126","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDELESDUS","0000","  137","  108","   29","21 %","",
"[Totle]"," ","  137","  108","   29","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDELESDUS_RENUM","0000","  177","  147","   30","17 %","",
"[Totle]"," ","  177","  147","   30","17 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010100","0000","  953","  523","  430","45 %","",
"[Totle]"," ","  953","  523","  430","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010200","0000","1,379","  648","  731","53 %","",
"[Totle]"," ","1,379","  648","  731","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010200_20111020","0000","1,361","  644","  717","53 %","",
"[Totle]"," ","1,361","  644","  717","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010200_BK20111208","0000","1,355","  640","  715","53 %","",
"[Totle]"," ","1,355","  640","  715","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010300","0000","1,450","  955","  495","34 %","",
"[Totle]"," ","1,450","  955","  495","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010400","0000","2,175","1,084","1,091","50 %","",
"[Totle]"," ","2,175","1,084","1,091","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010400_BK20100218","0000","1,731","1,037","  694","40 %","",
"[Totle]"," ","1,731","1,037","  694","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010400_BK20100402","0000","    1","    1","    0"," 0 %","",
"[Totle]"," ","    1","    1","    0"," 0 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010400_BK_20120508","0000","1,827","1,048","  779","43 %","",
"[Totle]"," ","1,827","1,048","  779","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010400_TESTIWA","0000","1,812","1,048","  764","42 %","",
"[Totle]"," ","1,812","1,048","  764","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010500","0000","1,283","  791","  492","38 %","",
"[Totle]"," ","1,283","  791","  492","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010600","0000","1,178","  728","  450","38 %","",
"[Totle]"," ","1,178","  728","  450","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010700","0000","1,502","  969","  533","35 %","",
"[Totle]"," ","1,502","  969","  533","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010800","0000","1,176","  734","  442","38 %","",
"[Totle]"," ","1,176","  734","  442","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE010900","0000","  435","  253","  182","42 %","",
"[Totle]"," ","  435","  253","  182","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE011000","0000","  655","  390","  265","40 %","",
"[Totle]"," ","  655","  390","  265","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZE011000_BK20080307","0000","  595","  358","  237","40 %","",
"[Totle]"," ","  595","  358","  237","40 %"," ",


